synonyms,species,dataset
Poecile_palustris,Poecile_hypermelaenus,amniote1
Parus_palustris,Poecile_hypermelaenus,amniote1
Parus_hypermelaena,Poecile_hypermelaenus,amniote1
Poecile_lugubris,Poecile_hyrcanus,amniote1
Poecile_songara,Poecile_montanus,amniote1
Poecile_montana,Poecile_weigoldicus,amniote1
Poecile_songara,Poecile_weigoldicus,amniote1
Poecile_montanus,Poecile_weigoldicus,amniote1
Basileuterus_hypoleucus,Basileuterus_culicivorus,amniote1
Basileuterus_melanogenys,Basileuterus_ignotus,amniote1
Oporonis_tolmiei,Geothlypis_tolmiei,amniote1
Myioborus_brunniceps,Myioborus_castaneocapilla,amniote1
Basileuterus_chrysogaster,Myiothlypis_chlorophrys,amniote1
Basileuterus_fluvicauda,Myiothlypis_fulvicauda,amniote1
Phaeothlypis_fulvioauda,Myiothlypis_fulvicauda,amniote1
Vermivora_gutturalis,Oreothlypis_gutturalis,amniote1
Seiurus_novaeboracensis,Parkesia_noveboracensis,amniote1
Dendroica_petechia,Setophaga_aestiva,amniote1
Dendroica_aestiva,Setophaga_aestiva,amniote1
Dendroica_erithachorides,Setophaga_aestiva,amniote1
Dendroica_coronata,Setophaga_auduboni,amniote1
Dendroica_auduboni,Setophaga_auduboni,amniote1
Setophaga_coronata,Setophaga_auduboni,amniote1
Dendroica_cerula,Setophaga_cerulea,amniote1
Wilsonia_citrinia,Setophaga_citrina,amniote1
Dendroica_adelaidae,Setophaga_delicata,amniote1
Dendroica_dominica,Setophaga_flavescens,amniote1
Dendroica_coronata,Setophaga_goldmani,amniote1
Setophaga_coronata,Setophaga_goldmani,amniote1
Dendroica_erithachorides,Setophaga_petechia,amniote1
Dendroica_adelaidae,Setophaga_subita,amniote1
Vermivora_leucobronchialis,Vermivora_chrysoptera,amniote1
Petronia_xanthocollis,Gymnoris_pyrgita,amniote1
Passer_iagoensis,Passer_cordofanicus,amniote1
Passer_griseus,Passer_diffusus,amniote1
Passer_domestica,Passer_domesticus,amniote1
Passer_luteus,Passer_euchlorus,amniote1
Passer_griseus,Passer_gongonensis,amniote1
Passer_iagoensis,Passer_hemileucus,amniote1
Passer_hispanolensis,Passer_hispaniolensis,amniote1
Passer_iagoensis,Passer_insularis,amniote1
Passer_hispaniolensis,Passer_italiae,amniote1
Passer_domestica,Passer_italiae,amniote1
Passer_hispanolensis,Passer_italiae,amniote1
Passer_iagoensis,Passer_motitensis,amniote1
Passer_iagoensis,Passer_rufocinctus,amniote1
Passer_iagoensis,Passer_shelleyi,amniote1
Passer_griseus,Passer_suahelicus,amniote1
Passer_griseus,Passer_swainsonii,amniote1
Alcippe_morrisonia,Alcippe_davidi,amniote1
Alcippe_brunnea,Alcippe_dubia,amniote1
Alcippe_morrisonia,Alcippe_fratercula,amniote1
Alcippe_peracensis,Alcippe_grotei,amniote1
Alcippe_morrisonia,Alcippe_hueti,amniote1
Alcippe_castaneceps,Alcippe_klossi,amniote1
Gampsorhynchus_rufulus,Gampsorhynchus_torquatus,amniote1
Trichastoma_oleaveri,Illadopsis_cleaveri,amniote1
Trichastoma_fulvesoens,Illadopsis_fulvescens,amniote1
Illadopsis_pyrrhopterum,Illadopsis_pyrrhoptera,amniote1
Trichastoma_rufipenne,Illadopsis_rufipennis,amniote1
Trichastoma_abbotti,Malacocincla_abbotti,amniote1
Rimator_malacoptilus,Rimator_albostriatus,amniote1
Rimator_malacoptilus,Rimator_pasquieri,amniote1
Amalocichla_incertae,Amalocichla_incerta,amniote1
Eopsaltria_australis,Eopsaltria_griseogularis,amniote1
Microeca_leucophaea,Microeca_fascinans,amniote1
Poecilodryas_superciliosa,Poecilodryas_cerviniventris,amniote1
Tregellasla_leucops,Tregellasia_leucops,amniote1
Phyllosoopus_bonelli,Phylloscopus_borealis,amniote1
Phylloscopus_collybita,Phylloscopus_canariensis,amniote1
Phylloscopus_proregulus,Phylloscopus_chloronotus,amniote1
Phylloscopus_borealis,Phylloscopus_examinandus,amniote1
Phyllosoopus_bonelli,Phylloscopus_examinandus,amniote1
Phylloscopus_proregulus,Phylloscopus_forresti,amniote1
Phylloscopus_fuscatus,Phylloscopus_fuligiventer,amniote1
Phylloscopus_inornatus,Phylloscopus_humei,amniote1
Phylloscopus_collybita,Phylloscopus_ibericus,amniote1
Seicercus_albogularis,Phylloscopus_maforensis,amniote1
Phylloscopus_trivirgata,Phylloscopus_nigrorum,amniote1
Phylloscopus_trochiloides,Phylloscopus_nitidus,amniote1
Phylloscopus_bonelli,Phylloscopus_orientalis,amniote1
Phylloscopus_affinis,Phylloscopus_subaffinis,amniote1
Phylloscopus_trivirgata,Phylloscopus_trivirgatus,amniote1
Phyllosoopus_bonelli,Phylloscopus_xanthodryas,amniote1
Seicercus_burkii,Seicercus_tephrocephalus,amniote1
Seicercus_burkii,Seicercus_valentini,amniote1
Seicercus_burkii,Seicercus_whistleri,amniote1
Picathartes_gymnooephalus,Picathartes_gymnocephalus,amniote1
Chiroxiphia_pareola,Chiroxiphia_boliviana,amniote1
Manacus_manucus,Manacus_aurantiacus,amniote1
Manacus_manacus,Manacus_aurantiacus,amniote1
Manacus_manucus,Manacus_candei,amniote1
Manacus_manacus,Manacus_candei,amniote1
Manacus_manucus,Manacus_vitellinus,amniote1
Manacus_manacus,Manacus_vitellinus,amniote1
Neopelma_aurifrons,Neopelma_chrysolophum,amniote1
Pitta_arquata,Erythropitta_arquata,amniote1
Pitta_erythrogaster,Erythropitta_erythrogaster,amniote1
Pitta_granatina,Erythropitta_granatina,amniote1
Pitta_kochi,Erythropitta_kochi,amniote1
Pitta_granatina,Erythropitta_ussheri,amniote1
Pitta_venusta,Erythropitta_ussheri,amniote1
Pitta_venusta,Erythropitta_venusta,amniote1
Pitta_baudii,Hydrornis_baudii,amniote1
Pitta_caerulea,Hydrornis_caeruleus,amniote1
Pitta_cyanea,Hydrornis_cyaneus,amniote1
Pitta_guajana,Hydrornis_guajanus,amniote1
Pitta_gurneyi,Hydrornis_gurneyi,amniote1
Pitta_guajana,Hydrornis_irena,amniote1
Pitta_nipalensis,Hydrornis_nipalensis,amniote1
Pitta_oatesi,Hydrornis_oatesi,amniote1
Pitta_guajana,Hydrornis_schwaneri,amniote1
Pitta_soror,Hydrornis_soror,amniote1
Pitta_versicolor,Pitta_elegans,amniote1
Pitta_versicolor,Pitta_iris,amniote1
Pitta_moluccensis,Pitta_megarhyncha,amniote1
Pitta_angolensis,Pitta_reichenowi,amniote1
Batis_mixta,Batis_reichenowi,amniote1
Platysteira_oastanea,Platysteira_castanea,amniote1
Platysteira_oastanea,Platysteira_hormophora,amniote1
Bubalornis_albirostris,Bubalornis_niger,amniote1
Euplectes_orix,Euplectes_franciscanus,amniote1
Euplectes_hartlaubi,Euplectes_psammacromius,amniote1
Foudia_eminentissima,Foudia_aldabrana,amniote1
Foudia_eminentissima,Foudia_omissa,amniote1
Ploceus_velatus,Ploceus_katangae,amniote1
Ploceus_olivaceiceps,Ploceus_nicolli,amniote1
Ploceus_velatus,Ploceus_reichardi,amniote1
Ploceus_capensis,Ploceus_temporalis,amniote1
Ploceus_velatus,Ploceus_vitellinus,amniote1
Pyropyga_albiventer,Pnoepyga_albiventer,amniote1
Pnoepyga_albiventer,Pnoepyga_formosana,amniote1
Pnoepyga_pusilla,Pnoepyga_formosana,amniote1
Pyropyga_albiventer,Pnoepyga_formosana,amniote1
Polioptila_melanura,Polioptila_californica,amniote1
Polioptila_albiloris,Polioptila_nigriceps,amniote1
Prionops_plumata,Prionops_plumatus,amniote1
Prionops_caniceps,Prionops_rufiventris,amniote1
Prunella_ocularis,Prunella_fagani,amniote1
Cinclosoma_cinnamomeum,Cinclosoma_castaneothorax,amniote1
Cinclosoma_cinnamomeum,Cinclosoma_marginatum,amniote1
Ailuroedus_crassirostris,Ailuroedus_melanotis,amniote1
Chlamydera_maculata,Chlamydera_guttata,amniote1
Sericulus_chrysooephalus,Sericulus_chrysocephalus,amniote1
Criniger_bres,Alophoixus_bres,amniote1
Criniger_flaveolus,Alophoixus_flaveolus,amniote1
Criniger_bres,Alophoixus_frater,amniote1
Andropadus_nigriceps,Arizelocichla_chlorigula,amniote1
Andropadus_nigriceps,Arizelocichla_kakamegae,amniote1
Bleda_eximia,Bleda_notatus,amniote1
Criniger_barbatus,Criniger_chloronotus,amniote1
Pycnonotus_latirostris,Eurillas_latirostris,amniote1
Pycnonotus_virens,Eurillas_virens,amniote1
Hypsipetes_flavala,Hemixos_castanonotus,amniote1
Hypsipetes_flavala,Hemixos_cinereus,amniote1
Hypsipetes_flavala,Hemixos_flavala,amniote1
Hypsipetes_madagascariensis,Hypsipetes_ganeesa,amniote1
Hypsipetes_philippinus,Hypsipetes_guimarasensis,amniote1
Hypsipetes_madagascariensis,Hypsipetes_leucocephalus,amniote1
Hypsipetes_philippinus,Hypsipetes_mindorensis,amniote1
Hypsipetes_madagascariensis,Hypsipetes_moheliensis,amniote1
Hypsipetes_borbonicus,Hypsipetes_olivaceus,amniote1
Hypsipetes_madagascariensis,Hypsipetes_parvirostris,amniote1
Ixos_philippinus,Hypsipetes_rufigularis,amniote1
Hypsipetes_philippinus,Hypsipetes_rufigularis,amniote1
Phyllastrephus_fischeri,Phyllastrephus_cabanisi,amniote1
Phyllastrephus_fischeri,Phyllastrephus_placidus,amniote1
Pycnonotus_jocusus,Pycnonotus_jocosus,amniote1
Pycnontus_jocosus,Pycnonotus_jocosus,amniote1
Pycnonotus_leucogenys,Pycnonotus_leucotis,amniote1
Regulus_ignicapillus,Regulus_madeirensis,amniote1
Regulus_ignicapillus,Regulus_regulus,amniote1
Pholidornis_flaviceps,Auriparus_flaviceps,amniote1
Auriparis_flaviceps,Auriparus_flaviceps,amniote1
Remiz_pendulinus,Remiz_consobrinus,amniote1
Remiz_pendulinus,Remiz_coronatus,amniote1
Remiz_pendulinus,Remiz_macronyx,amniote1
Scytalopus_magellanicus,Scytalopus_acutirostris,amniote1
Scytalopus_magellanicus,Scytalopus_affinis,amniote1
Scytalopus_magellanicus,Scytalopus_altirostris,amniote1
Scytalopus_femoralis,Scytalopus_atratus,amniote1
Scytalopus_femoralis,Scytalopus_bolivianus,amniote1
Scytalopus_magellanicus,Scytalopus_canus,amniote1
Scytalopus_latebricola,Scytalopus_caracae,amniote1
Scytalopus_magellanicus,Scytalopus_fuscus,amniote1
Scytalopus_magellanicus,Scytalopus_griseicollis,amniote1
Scytalopus_unicolor,Scytalopus_latrans,amniote1
Scytalopus_latebricola,Scytalopus_meridanus,amniote1
Scytalopus_magellanicus,Scytalopus_meridanus,amniote1
Scytalopus_femoralis,Scytalopus_micropterus,amniote1
Scytalopus_canus,Scytalopus_opacus,amniote1
Scytalopus_magellanicus,Scytalopus_opacus,amniote1
Scytalopus_unicolor,Scytalopus_parvirostris,amniote1
Scytalopus_femoralis,Scytalopus_sanctaemartae,amniote1
Scytalopus_magellanicus,Scytalopus_simonsi,amniote1
Scytalopus_latebricola,Scytalopus_spillmanni,amniote1
Scytalopus_magellanicus,Scytalopus_superciliaris,amniote1
Scytalopus_magellanicus,Scytalopus_urubambae,amniote1
Scytalopus_panamensis,Scytalopus_vicinior,amniote1
Scytalopus_magellanicus,Scytalopus_zimmeri,amniote1
Rhipidura_rufiventris,Rhipidura_diluta,amniote1
Rhipidura_rufiventris,Rhipidura_fuscorufa,amniote1
Rhipidura_fuliginosa,Rhipidura_phasiana,amniote1
Rhipidura_rufifrons,Rhipidura_semirubra,amniote1
Scostocerca_inquieta,Scotocerca_inquieta,amniote1
Sitta_castanea,Sitta_cashmirensis,amniote1
Sitta_europaea,Sitta_nagaensis,amniote1
Sitta_frontalis,Sitta_oenochlamys,amniote1
Culioioapa_ceylonensis,Culicicapa_ceylonensis,amniote1
Elminia_albonotatus,Elminia_albonotata,amniote1
Acridotheres_fuscus,Acridotheres_cinereus,amniote1
Sturnia_sturnina,Agropsar_sturninus,amniote1
Sturnus_nigrioollis,Gracupica_nigricollis,amniote1
Spreo_hildebrandti,Lamprotornis_hildebrandti,amniote1
Spreo_hildebrandti,Lamprotornis_shelleyi,amniote1
Spreo_unicolor,Lamprotornis_unicolor,amniote1
Onychognathus_aibirastris,Onychognathus_albirostris,amniote1
Pholia_sharpii,Poeoptera_sharpii,amniote1
Rhabdornis_inornatus,Rhabdornis_grandis,amniote1
Sturnia_malabarica,Sturnia_blythii,amniote1
Temenuchus_pagodarum,Sturnia_pagodarum,amniote1
Sturnus_senex,Sturnornis_albofrontatus,amniote1
Sturnus_Vulgaris,Sturnus_vulgaris,amniote1
Chamaea_fasoiata,Chamaea_fasciata,amniote1
Alcippe_cinereiceps,Fulvetta_formosana,amniote1
Alcippe_cinereiceps,Fulvetta_ludlowi,amniote1
Alcippe_cinereiceps,Fulvetta_manipurensis,amniote1
Alcippe_abyssinica,Pseudoalcippe_abyssinica,amniote1
Alcippe_atriceps,Pseudoalcippe_atriceps,amniote1
Paradoxornis_gularis,Psittiparus_margaritae,amniote1
Paradoxornis_webbianus,Sinosuthora_brunnea,amniote1
Paradoxornis_nipalensis,Suthora_verreauxi,amniote1
Sylvia_curruca,Sylvia_althaea,amniote1
Parisoma_layardi,Sylvia_layardi,amniote1
Sylvia_curruca,Sylvia_minula,amniote1
Sylvia_margelanica,Sylvia_minula,amniote1
Sylvia_cantillans,Sylvia_subalpina,amniote1
Cercomacra_tyrannina,Cercomacra_laeta,amniote1
Cymbilaimus_lineatus,Cymbilaimus_sanctaemariae,amniote1
Drymophila_caudata,Drymophila_hellmayri,amniote1
Drymophila_caudata,Drymophila_klagesi,amniote1
Drymophila_caudata,Drymophila_striaticeps,amniote1
Dysithamnus_plumbeus,Dysithamnus_leucostictus,amniote1
Myrmotherula_haematonota,Epinecrophylla_fjeldsaai,amniote1
Myrmotherula_haematonota,Epinecrophylla_spodionota,amniote1
Formicivora_littoralis,Formicivora_serrana,amniote1
Frederickena_unduligera,Frederickena_fulva,amniote1
Gymnopithys_leucaspis,Gymnopithys_bicolor,amniote1
Herpsilochmus_pileatus,Herpsilochmus_atricapillus,amniote1
Herpsilochmus_sticturus,Herpsilochmus_dugandi,amniote1
Herpsilochmus_pileatus,Herpsilochmus_motacilloides,amniote1
Myrmeciza_laemosticta,Myrmeciza_nigricauda,amniote1
Myrmeciza_immaculata,Myrmeciza_zeledoni,amniote1
Myrmotherula_brachyura,Myrmotherula_ignota,amniote1
Myrmotherula_surinamensis,Myrmotherula_multostriata,amniote1
Myrmotherula_surinamensis,Myrmotherula_pacifica,amniote1
Percnostola_leucostigma,Schistocichla_brunneiceps,amniote1
Percnostola_leucostigma,Schistocichla_humaythae,amniote1
Percnostola_leucostigma,Schistocichla_rufifacies,amniote1
Percnostola_leucostigma,Schistocichla_saturata,amniote1
Thamnomanes_caestus,Thamnomanes_caesius,amniote1
Thamnomanes_caesius,Thamnomanes_schistogynus,amniote1
Thamnomanes_caestus,Thamnomanes_schistogynus,amniote1
Thamnophilus_punctatus,Thamnophilus_ambiguus,amniote1
Thamnophilus_amazonicus,Thamnophilus_ambiguus,amniote1
Thamnophilus_punctatus,Thamnophilus_atrinucha,amniote1
Thamnophilus_amazonicus,Thamnophilus_atrinucha,amniote1
Thamnophilus_nigrocinereus,Thamnophilus_cryptoleucus,amniote1
Thamnophilus_punctatus,Thamnophilus_pelzelni,amniote1
Thamnophilus_amazonicus,Thamnophilus_pelzelni,amniote1
Thamnophilus_amazonicus,Thamnophilus_punctatus,amniote1
Thamnophilus_punctatus,Thamnophilus_stictocephalus,amniote1
Thamnophilus_amazonicus,Thamnophilus_stictocephalus,amniote1
Thamnophilus_punctatus,Thamnophilus_sticturus,amniote1
Thamnophilus_amazonicus,Thamnophilus_sticturus,amniote1
Thamnophilus_palliatus,Thamnophilus_tenuepunctatus,amniote1
Thamnophilus_doliatus,Thamnophilus_zarumae,amniote1
Hylophylax_poecilinotus,Willisornis_vidua,amniote1
Anisognathus_lacrymosus,Anisognathus_melanogenys,amniote1
Anisognathus_flavinuchus,Anisognathus_somptuosus,amniote1
Calyptophilus_tertius,Calyptophilus_frugivorus,amniote1
Calyptophilus_frugivorus,Calyptophilus_tertius,amniote1
Certhidea_olivacea,Certhidea_fusca,amniote1
Chlorophonia_calliparaea,Chlorochrysa_calliparaea,amniote1
Chlorophonia_nitidissima,Chlorochrysa_nitidissima,amniote1
Chlorophonia_phoenicotis,Chlorochrysa_phoenicotis,amniote1
Diglossa_carbonaria,Diglossa_brunneiventris,amniote1
Diglossa_carbonaria,Diglossa_gloriosa,amniote1
Diglossa_lafresnayii,Diglossa_gloriosissima,amniote1
Diglossa_carbonaria,Diglossa_humeralis,amniote1
Diglossa_lafresnayii,Diglossa_mystacalis,amniote1
Diglossa_baritula,Diglossa_plumbea,amniote1
Diglossa_baritula,Diglossa_sittoides,amniote1
Emberizoides_herbicola,Emberizoides_duidae,amniote1
Geospiza_cornirostris,Geospiza_conirostris,amniote1
Hemispingus_atropileus,Hemispingus_calophrys,amniote1
Heterospingus_xanthopygius,Heterospingus_rubrifrons,amniote1
Incaspiza_pulchra,Incaspiza_personata,amniote1
Iridosornis_rufivertex,Iridosornis_reinhardti,amniote1
Iridosornis_rufiventrex,Iridosornis_reinhardti,amniote1
Iridosornis_rufiventrex,Iridosornis_rufivertex,amniote1
Loxigilla_noctis,Loxigilla_barbadensis,amniote1
Nesospiza_wilkinsi,Nesospiza_acunhae,amniote1
Nesospiza_acunhae,Nesospiza_questi,amniote1
Nesospiza_wilkinsi,Nesospiza_questi,amniote1
Oryzoborus_crassirostris,Oryzoborus_atrirostris,amniote1
Oryzoborus_angolensis,Oryzoborus_funereus,amniote1
Oryzoborus_crassirostris,Oryzoborus_maximiliani,amniote1
Oryzoborus_crassirostris,Oryzoborus_nuttingi,amniote1
Phrygilus_atriceps,Phrygilus_punensis,amniote1
Poospiza_cinerea,Poospiza_melanoleuca,amniote1
Ramphocelus_passerinii,Ramphocelus_costaricensis,amniote1
Schistoohlamys_melanopis,Schistochlamys_melanopis,amniote1
Sicalis_olivascens,Sicalis_lebruni,amniote1
Sicalis_olivascens,Sicalis_mendozae,amniote1
Spindalis_zena,Spindalis_dominicensis,amniote1
Spindalis_zena,Spindalis_nigricephala,amniote1
Spindalis_zena,Spindalis_portoricensis,amniote1
Sporophila_aurita,Sporophila_bouvreuil,amniote1
Sporophila_lineola,Sporophila_bouvronides,amniote1
Sporophila_americana,Sporophila_corvina,amniote1
Sporophila_americana,Sporophila_murallae,amniote1
Sporophila_aurita,Sporophila_pileata,amniote1
Sporophila_bouvreuil,Sporophila_pileata,amniote1
Tachyphonus_delattrii,Tachyphonus_delatrii,amniote1
Tangara_callphrys,Tangara_callophrys,amniote1
Tangara_dowii,Tangara_fucosa,amniote1
Thraupis_sayaca,Thraupis_glaucocolpa,amniote1
Dumetia_hyperthra,Dumetia_hyperythra,amniote1
Macronous_gularis,Macronus_bornensis,amniote1
Macronous_ptilosus,Micromacronus_sordidus,amniote1
Pomatorhinus_erythrogenys,Pomatorhinus_erythrocnemis,amniote1
Pomatorhinus_erythrogenys,Pomatorhinus_gravivox,amniote1
Pomatorhinus_erythrogenys,Pomatorhinus_mcclellandi,amniote1
Pomatorhinus_horsfieldii,Pomatorhinus_melanurus,amniote1
Pomatorhinus_ruficollis,Pomatorhinus_musicus,amniote1
Pomatorhinus_rufioollis,Pomatorhinus_musicus,amniote1
Pomatorhinus_rufioollis,Pomatorhinus_ruficollis,amniote1
Pomatorhinus_erythrogenys,Pomatorhinus_swinhoei,amniote1
Spelaeornis_caudatus,Spelaeornis_badeigularis,amniote1
Spelaeornis_chocolatinus,Spelaeornis_kinneari,amniote1
Spelaeornis_chocolatinus,Spelaeornis_oatesi,amniote1
Spelaeornis_chocolatinus,Spelaeornis_reptatus,amniote1
Sphenocichla_humei,Sphenocichla_roberti,amniote1
Stachyris_rufifrons,Stachyridopsis_ambigua,amniote1
Stachyris_fuficeps,Stachyridopsis_ruficeps,amniote1
Myiobius_barbatus,Myiobius_sulphureipygius,amniote1
Schiffornis_turdinus,Schiffornis_aenea,amniote1
Schiffornis_turdina,Schiffornis_aenea,amniote1
Schiffornis_turdinus,Schiffornis_olivacea,amniote1
Schiffornis_turdina,Schiffornis_olivacea,amniote1
Schiffornis_turdinus,Schiffornis_stenorhyncha,amniote1
Schiffornis_turdina,Schiffornis_stenorhyncha,amniote1
Schiffornis_turdinus,Schiffornis_veraepacis,amniote1
Schiffornis_turdina,Schiffornis_veraepacis,amniote1
Campylorhynchus_turdinus,Campylorhynchus_albobrunneus,amniote1
Campy_lorhynchus,Campylorhynchus_brunneicapillus,amniote1
Campylorhynchus_bruneicapillus,Campylorhynchus_brunneicapillus,amniote1
Campylorhynchus_griseus,Campylorhynchus_chiapensis,amniote1
Campylorhynchus_albobrunneus,Campylorhynchus_turdinus,amniote1
Thryothorus_thoracicus,Cantorchilus_leucopogon,amniote1
Thryothorus_zeledoni,Cantorchilus_modestus,amniote1
Thryothorus_nigricapillus,Cantorchilus_semibadius,amniote1
Cinnycerthia_peruana,Cinnycerthia_fulva,amniote1
Cinnycerthia_peruana,Cinnycerthia_olivascens,amniote1
Cyphorhinus_aradus,Cyphorhinus_phaeocephalus,amniote1
Microcerculus_marginatus,Microcerculus_philomela,amniote1
Thryothorus_genibarbis,Pheugopedius_mystacalis,amniote1
Thryothorus_rutilus,Pheugopedius_sclateri,amniote1
Thryothorus_atrogularis,Pheugopedius_spadix,amniote1
Troglodytes_solstitialis,Troglodytes_monticola,amniote1
Troglodytes_solstitialis,Troglodytes_ochraceus,amniote1
Troglodytes_solstitialis,Troglodytes_rufociliatus,amniote1
Catharus_minimus,Catharus_bicknelli,amniote1
Catharus_occidentalis,Catharus_frantzii,amniote1
Cochoa_azurea,Cochoa_beccarii,amniote1
Zoothera_erythronota,Geokichla_dohertyi,amniote1
Zoothera_dumasi,Geokichla_joiceyi,amniote1
Zoothera_interpres,Geokichla_leucolaema,amniote1
Zoothera_erythronota,Geokichla_mendeni,amniote1
Catharus_mustelina,Hylocichla_mustelina,amniote1
Myadestes_ralloides,Myadestes_coloratus,amniote1
Myadestes_ralloides,Myadestes_melanops,amniote1
Myadestes_obscurus,Myadestes_occidentalis,amniote1
Turdus_litsipsirupa,Psophocichla_litsitsirupa,amniote1
Sialia_mexicanus,Sialia_mexicana,amniote1
Turdus_olivaceus,Turdus_bewsheri,amniote1
Turdus_olivaceus,Turdus_helleri,amniote1
Turdus_dissimilis,Turdus_hortulorum,amniote1
Turdus_serranus,Turdus_infuscatus,amniote1
Turdus_nudigensis,Turdus_maculirostris,amniote1
Turdus_nudigensis,Turdus_nudigenis,amniote1
Turdus_fumigatus,Turdus_obsoletus,amniote1
Turdus_hauxwelli,Turdus_obsoletus,amniote1
Turdus_olivaceus,Turdus_olivaceofuscus,amniote1
Turdus_olivaceus,Turdus_pelios,amniote1
Turdus_abyssinicus,Turdus_roehli,amniote1
Turdus_olivaceus,Turdus_smithi,amniote1
Turdus_olivaceus,Turdus_xanthorhynchus,amniote1
Zoothera_dauma,Zoothera_aurea,amniote1
Zoothera_horsfieldi,Zoothera_aurea,amniote1
Zoothera_dauma,Zoothera_heinei,amniote1
Zoothera_horsfieldi,Zoothera_heinei,amniote1
Zoothera_dauma,Zoothera_imbricata,amniote1
Zoothera_horsfieldi,Zoothera_imbricata,amniote1
Zoothera_dauma,Zoothera_lunulata,amniote1
Zoothera_horsfieldi,Zoothera_lunulata,amniote1
Zoothera_dauma,Zoothera_machiki,amniote1
Zoothera_horsfieldi,Zoothera_machiki,amniote1
Zoothera_horsfieldi,Zoothera_major,amniote1
Zoothera_molissima,Zoothera_mollissima,amniote1
Zoothera_dauma,Zoothera_neilgherriensis,amniote1
Zoothera_horsfieldi,Zoothera_neilgherriensis,amniote1
Zoothera_margaretae,Zoothera_turipavae,amniote1
Anairetes_reguloides,Anairetes_nigrocristatus,amniote1
Casiempis_flaveola,Capsiempis_flaveola,amniote1
Coryphotriccus_albovittatus,Conopias_albovittatus,amniote1
Contopus_oberi,Contopus_cooperi,amniote1
Contopus_caribaeus,Contopus_hispaniolensis,amniote1
Contopus_fumigatus,Contopus_lugubris,amniote1
Contopus_caribaeus,Contopus_pallidus,amniote1
Contopus_fumigatus,Contopus_pertinax,amniote1
Elaenia_pallatangae,Elaenia_olivina,amniote1
Elaenia_spectabilis,Elaenia_ridleyana,amniote1
Empidonax_difficilis,Empidonax_occidentalis,amniote1
Fluvicola_pica,Fluvicola_albiventer,amniote1
Griseotyrannus_aurantioatrocristatu,Griseotyrannus_aurantioatrocristatus,amniote1
Griseotyrannus_aurantioatrocri,Griseotyrannus_aurantioatrocristatus,amniote1
Hemitriccus_zosterops,Hemitriccus_griseipectus,amniote1
Hemitriccus_minor,Hemitriccus_minimus,amniote1
Xolmis_dominicana,Heteroxolmis_dominicana,amniote1
Inezia_subflava,Inezia_caudata,amniote1
Empidonax_lawrencei,Lathrotriccus_euleri,amniote1
Lessonia_rufa,Lessonia_oreas,amniote1
Lophotriccus_pilaris,Lophotriccus_pileatus,amniote1
Megarhynchus_pitangua,Megarynchus_pitangua,amniote1
Pipromorpha_oleaginea,Mionectes_oleagineus,amniote1
Muscisaxicola_alpina,Muscisaxicola_griseus,amniote1
Myiarchus_cinerascens,Myiarchus_nuttingi,amniote1
Myiornis_ecaudatus,Myiornis_atricapillus,amniote1
Phyllomyias_virescens,Phyllomyias_reiseri,amniote1
Phyllomyias_virescens,Phyllomyias_urichi,amniote1
Rhynchocyclus_brevirostris,Rhynchocyclus_pacificus,amniote1
Serpophaga_subcristata,Serpophaga_munda,amniote1
Ochthoeca_pulchella,Silvicultrix_jelskii,amniote1
Ochthoeca_frontalis,Silvicultrix_spodionota,amniote1
Sublegatus_modestus,Sublegatus_arenarum,amniote1
Tyrannus_melancholious,Tyrannus_melancholicus,amniote1
Muscivora_tyrannus,Tyrannus_tyrannus,amniote1
Zimmerius_viridiflavus,Zimmerius_albigularis,amniote1
Zimmerius_viridiflavus,Zimmerius_chrysops,amniote1
Zimmerius_viridiflavus,Zimmerius_flavidifrons,amniote1
Zimmerius_vilissimus,Zimmerius_improbus,amniote1
Tyranniscus_vilissimus,Zimmerius_improbus,amniote1
Zimmerius_viridiflavus,Zimmerius_minimus,amniote1
Tyranniscus_vilissimus,Zimmerius_parvus,amniote1
Zimmerius_vilissimus,Zimmerius_petersi,amniote1
Tyranniscus_vilissimus,Zimmerius_petersi,amniote1
Tyranniscus_vilissimus,Zimmerius_vilissimus,amniote1
Aaomalospiza_imberbis,Anomalospiza_imberbis,amniote1
Vidua_chalybeata,Vidua_codringtoni,amniote1
Vidua_orientalis,Vidua_interjecta,amniote1
Vidua_funerea,Vidua_nigeriae,amniote1
Vidua_orientalis,Vidua_obtusa,amniote1
Vidua_funerea,Vidua_purpurascens,amniote1
Vidua_orientalis,Vidua_togoensis,amniote1
Hylophilus_poicilotis,Hylophilus_amaurocephalus,amniote1
Hylophilus_brunneiceps,Hylophilus_hypoxanthus,amniote1
Hylophilus_flavipes,Hylophilus_olivaceus,amniote1
Pteruthius_flaviscapis,Pteruthius_aeralatus,amniote1
Pteruthius_flavisoapis,Pteruthius_aeralatus,amniote1
Pteruthius_flaviscapis,Pteruthius_annamensis,amniote1
Pteruthius_flavisoapis,Pteruthius_annamensis,amniote1
Pteruthius_flavisoapis,Pteruthius_flaviscapis,amniote1
Pteruthius_xanthochlcrus,Pteruthius_xanthochlorus,amniote1
Vireo_pallens,Vireo_approximans,amniote1
Vireo_crassirostris,Vireo_approximans,amniote1
Vireo_belli,Vireo_bellii,amniote1
Vireo_solitarius,Vireo_cassinii,amniote1
Vireo_olivaceus,Vireo_flavoviridis,amniote1
Vireo_olivaceus,Vireo_gracilirostris,amniote1
