"synonyms","species"
"Zimmerius_chrysops","Zimmerius_flavidifrons"
"Contopus_cinereus","Contopus_punensis"
"Myrmotherula_axillaris","Myrmotherula_luctuosa"
"Formicivora_grisea","Formicivora_intermedia"
"Formicarius_analis","Formicarius_moniliger"
"Phacellodomus_rufifrons","Phacellodomus_inornatus"
"Hyloctistes_subulatus","Hyloctistes_virgatus"
"Furnarius_leucopus","Furnarius_longirostris"
"Myzomela_eques","Myzomela_cineracea"
"Cyanocorax_yncas","Cyanocorax_luxuosus"
"Nectarinia_bifasciata","Nectarinia_tsavoensis"
"Ortygospiza_atricollis","Ortygospiza_fuscocrissa"
"Basileuterus_chrysogaster","Basileuterus_chlorophrys"
"Geothlypis_aequinoctialis","Geothlypis_velata"
"Geothlypis_aequinoctialis","Geothlypis_chiriquensis"
"Geothlypis_aequinoctialis","Geothlypis_auricularis"
"Onychognathus_morio","Onychognathus_neumanni"
"Turdus_assimilis","Turdus_daguae"
"Emberiza_capensis","Emberiza_vincenti"
"Melozone_biarcuata","Melozone_cabanisi"
"Ramphocelus_flammigerus","Ramphocelus_icteronotus"
"Piranga_flava","Piranga_lutea"
"Piranga_flava","Piranga_hepatica"
"Dacnis_lineata","Dacnis_egregia"
"Chlorothraupis_carmioli","Chlorothraupis_frenata"
"Hemispingus_melanotis","Hemispingus_piurae"
"Hemispingus_melanotis","Hemispingus_ochraceus"
"Hemispingus_atropileus","Hemispingus_auricularis"
"Polioptila_maior","Polioptila_maranonica"
"Lophura_inornata","Lophura_hoogerwerfi"
"Lophura_edwardsi","Lophura_hatinhensis"
"Scleroptila_psilolaema","Francolinus_psilolaemus"
"Butorides_striata","Butorides_virescens"
"Falco_peregrinus","Falco_pelegrinoides"
"Hypotaenidia_woodfordi","Nesoclopeus_woodfordi"
"Haematopus_ostralegus","Haematopus_finschi"
"Himantopus_himantopus","Himantopus_leucocephalus"
"Himantopus_himantopus","Himantopus_mexicanus"
"Prosobonia_parvirostris","Prosobonia_cancellata"
"Catharacta_skua","Catharacta_lonnbergi"
"Nesoenas_picturatus","Nesoenas_picturata"
"Ramphiculus_subgularis","Ptilinopus_subgularis"
"Ramphiculus_fischeri","Ptilinopus_fischeri"
"Spilopelia_chinensis","Stigmatopelia_chinensis"
"Alopecoenas_beccarii","Gallicolumba_beccarii"
"Neomorphus_geoffroyi","Neomorphus_squamiger"
"Chalcites_minutillus","Chrysococcyx_russatus"
"Cacomantis_variolosus","Cacomantis_sepulcralis"
"Cuculus_saturatus","Cuculus_optatus"
"Eudynamys_scolopaceus","Eudynamys_melanorhynchus"
"Cyanoramphus_novaezelandiae","Cyanoramphus_cookii"
"Cyanoramphus_novaezelandiae","Cyanoramphus_saisseti"
"Psittacara_holochlorus","Aratinga_holochlora"
"Eupsittula_nana","Aratinga_nana"
"Batrachostomus_javensis","Batrachostomus_affinis"
"Caprimulgus_anthonyi","Caprimulgus_parvulus"
"Setopagis_heterura","Caprimulgus_heterurus"
"Apus_horus","Apus_toulsoni"
"Aerodramus_fuciphagus","Collocalia_germani"
"Aerodramus_brevirostris","Collocalia_rogersi"
"Collocalia_vanikorensis","Collocalia_palawanensis"
"Aerodramus_leucophaeus","Collocalia_ocista"
"Chaetura_chapmani","Chaetura_viridipennis"
"Collocalia_vanikorensis","Collocalia_amelis"
"Collocalia_vanikorensis","Collocalia_brevirostris"
"Campylopterus_curvipennis","Campylopterus_excellens"
"Chlorostilbon_gibsoni","Chlorostilbon_melanorhynchus"
"Trogon_collaris","Trogon_aurantiiventris"
"Ceyx_erithaca","Ceyx_rufidorsa"
"Corythornis_cristatus","Alcedo_cristata"
"Ceyx_argentatus","Alcedo_argentata"
"Penelopides_affinis","Penelopides_samarensis"
"Horizocerus_albocristatus","Tropicranus_albocristatus"
"Horizocerus_hartlaubi","Tockus_hartlaubi"
"Lophoceros_fasciatus","Tockus_fasciatus"
"Ramphastos_ambiguus","Ramphastos_swainsonii"
"Psilopogon_oorti","Megalaima_oorti"
"Psilopogon_asiaticus","Megalaima_asiatica"
"Psilopogon_australis","Megalaima_australis"
"Psilopogon_franklinii","Megalaima_franklinii"
"Psilopogon_rubricapillus","Megalaima_rubricapillus"
"Pogonornis_minor","Lybius_minor"
"Chrysophlegma_mentale","Picus_mentalis"
"Dryobates_cathpharius","Dendrocopos_cathpharius"
"Hylatomus_lineatus","Dryocopus_lineatus"
"Sarcophanops_samarensis","Eurylaimus_samarensis"
"Pitta_granatina","Pitta_ussheri"
"Pitta_erythrogaster","Pitta_dohertyi"
"Dixiphia_pipra","Pipra_pipra"
"Corapipo_leucorrhoa","Corapipo_altera"
"Laniisoma_elegans","Laniisoma_buckleyi"
"Pogonotriccus_chapmani","Phylloscartes_chapmani"
"Phyllomyias_burmeisteri","Phyllomyias_zeledoni"
"Pogonotriccus_lanyoni","Phylloscartes_lanyoni"
"Pogonotriccus_ophthalmicus","Phylloscartes_ophthalmicus"
"Pogonotriccus_orbitalis","Phylloscartes_orbitalis"
"Pogonotriccus_poecilotis","Phylloscartes_poecilotis"
"Onychorhynchus_coronatus","Onychorhynchus_swainsoni"
"Onychorhynchus_coronatus","Onychorhynchus_occidentalis"
"Onychorhynchus_coronatus","Onychorhynchus_mexicanus"
"Tolmomyias_assimilis","Tolmomyias_flavotectus"
"Tolmomyias_flaviventris","Tolmomyias_viridiceps"
"Zimmerius_gracilipes","Zimmerius_acer"
"Zimmerius_chrysops","Zimmerius_albigularis"
"Knipolegus_aterrimus","Knipolegus_franciscanus"
"Hylophylax_poecilinotus","Willisornis_poecilinotus"
"Schistocichla_leucostigma","Schistocichla_saturata"
"Schistocichla_leucostigma","Schistocichla_rufifacies"
"Schistocichla_leucostigma","Schistocichla_humaythae"
"Schistocichla_leucostigma","Schistocichla_brunneiceps"
"Hypocnemis_cantator","Hypocnemis_subflava"
"Hypocnemis_cantator","Hypocnemis_striata"
"Hypocnemis_cantator","Hypocnemis_peruviana"
"Hypocnemis_cantator","Hypocnemis_ochrogyna"
"Myrmotherula_fjeldsaai","Epinecrophylla_fjeldsaai"
"Hypocnemis_cantator","Hypocnemis_flavescens"
"Conopophaga_lineata","Conopophaga_cearae"
"Phacellodomus_striaticollis","Phacellodomus_maculipectus"
"Phacellodomus_erythrophthalmus","Phacellodomus_ferrugineigula"
"Pseudocolaptes_lawrencii","Pseudocolaptes_johnsoni"
"Asthenes_dorbignyi","Asthenes_arequipae"
"Asthenes_dorbignyi","Asthenes_huancavelicae"
"Cranioleuca_vulpina","Cranioleuca_dissita"
"Furnarius_leucopus","Furnarius_cinnamomeus"
"Hylexetastes_perrotii","Hylexetastes_uniformis"
"Hylexetastes_perrotii","Hylexetastes_brigidai"
"Malurus_grayi","Malurus_campbelli"
"Glycifohia_undulata","Phylidonyris_undulatus"
"Philemon_buceroides","Philemon_novaeguineae"
"Sugomel_nigrum","Certhionyx_niger"
"Callaeas_wilsoni","Callaeas_cinereus"
"Callaeas_wilsoni","Platysteira_jamesoni"
"Callaeas_wilsoni","Platysteira_blissetti"
"Callaeas_wilsoni","Platysteira_chalybea"
"Batis_poensis","Batis_occulta"
"Telophorus_viridis","Telophorus_quadricolor"
"Pericrocotus_divaricatus","Pericrocotus_tegimae"
"Lalage_atrovirens","Lalage_moesta"
"Lanius_excubitor","Lanius_excubitoroides"
"Oriolus_steerii","Oriolus_albiloris"
"Rhipidura_rufifrons","Rhipidura_kubaryi"
"Monarcha_pileatus","Monarcha_castus"
"Myiagra_oceanica","Myiagra_erythrops"
"Myiagra_oceanica","Myiagra_pluto"
"Monarcha_vidua","Monarcha_viduus"
"Terpsiphone_rufiventer","Terpsiphone_smithii"
"Clytorhynchus_nigrogularis","Clytorhynchus_sanctaecrucis"
"Corvus_pectoralis","Corvus_torquatus"
"Corvus_palmarum","Corvus_minutus"
"Corvus_macrorhynchos","Corvus_levaillantii"
"Parotia_lawesii","Parotia_helenae"
"Ptiloris_magnificus","Ptiloris_intercedens"
"Cyanistes_teneriffae","Parus_teneriffae"
"Parus_palustris","Parus_hypermelaenus"
"Hirundo_fuligula","Hirundo_obsoleta"
"Hirundo_tahitica","Hirundo_domicola"
"Alauda_arvensis","Alauda_japonica"
"Calandrella_rufescens","Calandrella_cheleensis"
"Calendulauda_barlowi","Certhilauda_barlowi"
"Apalis_pulchra","Oreolais_pulchra"
"Urorhipis_rufifrons","Spiloptila_rufifrons"
"Cisticola_chubbi","Cisticola_discolor"
"Eremomela_icteropygialis","Eremomela_salvadorii"
"Phylloscopus_chloronotus","Phylloscopus_forresti"
"Phylloscopus_reguloides","Phylloscopus_goodsoni"
"Phylloscopus_reguloides","Phylloscopus_claudiae"
"Nesillas_typica","Nesillas_longicaudata"
"Orthotomus_cucullatus","Orthotomus_cuculatus"
"Phylloscopus_davisoni","Phylloscopus_ogilviegranti"
"Oligura_castaneocoronata","Tesia_castaneocoronata"
"Cettia_acanthizoides","Cettia_brunnescens"
"Cettia_diphone","Cettia_canturians"
"Megalurulus_whitneyi","Megalurulus_llaneae"
"Megalurulus_whitneyi","Megalurulus_grosvenori"
"Trichastoma_buettikoferi","Trichastoma_tickelli"
"Staphida_torqueola","Yuhina_torqueola"
"Elachura_formosa","Spelaeornis_formosus"
"Sterrhoptilus_plateni","Stachyris_plateni"
"Sterrhoptilus_pygmaeus","Stachyris_pygmaea"
"Stachyris_rufifrons","Stachyris_ambigua"
"Staphida_castaniceps","Yuhina_castaniceps"
"Staphida_everetti","Yuhina_everetti"
"Turdinus_marmoratus","Turdinus_marmorata"
"Pseudominla_cinerea","Alcippe_cinerea"
"Schoeniparus_dubius","Alcippe_dubia"
"Fulvetta_formosana","Alcippe_formosana"
"Pseudominla_klossi","Alcippe_klossi"
"Schoeniparus_brunneus","Alcippe_brunnea"
"Fulvetta_manipurensis","Alcippe_manipurensis"
"Schoeniparus_rufogularis","Alcippe_rufogularis"
"Pseudominla_castaneceps","Alcippe_castaneceps"
"Fulvetta_danisi","Alcippe_danisi"
"Leioptila_annectens","Heterophasia_annectens"
"Malacias_auricularis","Heterophasia_auricularis"
"Malacias_desgodinsi","Heterophasia_desgodinsi"
"Malacias_gracilis","Heterophasia_gracilis"
"Malacias_melanoleucus","Heterophasia_melanoleuca"
"Malacias_pulchellus","Heterophasia_pulchella"
"Mesia_argentauris","Leiothrix_argentauris"
"Malacias_capistratus","Heterophasia_capistrata"
"Dryonastes_courtoisi","Garrulax_courtoisi"
"Ianthocincla_bieti","Garrulax_bieti"
"Dryonastes_caerulatus","Garrulax_caerulatus"
"Melanocichla_calva","Garrulax_calvus"
"Leucodioptron_canorum","Garrulax_canorus"
"Dryonastes_chinensis","Garrulax_chinensis"
"Trochalopteron_chrysopterum","Garrulax_chrysopterus"
"Pterorhinus_davidi","Garrulax_davidi"
"Dryonastes_delesserti","Garrulax_delesserti"
"Dryonastes_galbanus","Garrulax_galbanus"
"Ianthocincla_cineracea","Garrulax_cineraceus"
"Siva_cyanouroptera","Minla_cyanouroptera"
"Dryonastes_berthemyi","Garrulax_berthemyi"
"Macronus_bornensis","Macronous_bornensis"
"Stactocichla_annamensis","Garrulax_annamensis"
"Strophocincla_imbricata","Garrulax_imbricatus"
"Dryonastes_gularis","Garrulax_gularis"
"Dryonastes_poecilorhynchus","Garrulax_poecilorhynchus"
"Dryonastes_ruficollis","Garrulax_ruficollis"
"Ianthocincla_rufogularis","Garrulax_rufogularis"
"Grammatoptila_striata","Garrulax_striatus"
"Ianthocincla_sukatschewi","Garrulax_sukatschewi"
"Leucodioptron_taewanum","Garrulax_taewanus"
"Dryonastes_vassali","Garrulax_vassali"
"Strophocincla_virgata","Garrulax_virgatus"
"Pterorhinus_sannio","Garrulax_sannio"
"Stactocichla_merulina","Garrulax_merulinus"
"Ianthocincla_konkakinhensis","Garrulax_konkakinhensis"
"Strophocincla_lineata","Garrulax_lineatus"
"Melanocichla_lugubris","Garrulax_lugubris"
"Ianthocincla_lunulata","Garrulax_lunulatus"
"Trochalopteron_peninsulae","Garrulax_peninsulae"
"Trochalopteron_melanostigma","Garrulax_melanostigma"
"Rhinocichla_mitrata","Garrulax_mitratus"
"Trochalopteron_ngoclinhense","Garrulax_ngoclinhensis"
"Dryonastes_nuchalis","Garrulax_nuchalis"
"Ianthocincla_ocellata","Garrulax_ocellatus"
"Ianthocincla_maxima","Garrulax_maximus"
"Rimator_danjoui","Jabouilleia_danjoui"
"Chrysominla_strigula","Minla_strigula"
"Ophrydornis_albogularis","Malacopteron_albogulare"
"Pentholaea_arnotti","Myrmecocichla_arnoti"
"Campicoloides_bifasciatus","Oenanthe_bifasciata"
"Oenanthe_lugens","Oenanthe_lugentoides"
"Copsychus_malabaricus","Copsychus_stricklandii"
"Cyornis_banyumas","Cyornis_magnirostris"
"Cyornis_rufigastra","Cyornis_omissus"
"Melaenornis_chocolatinus","Dioptrornis_chocolatinus"
"Ficedula_parva","Ficedula_albicilla"
"Melaenornis_brunneus","Dioptrornis_brunneus"
"Melaenornis_fischeri","Dioptrornis_fischeri"
"Nectarinia_mediocris","Nectarinia_fuelleborni"
"Cinnyris_chalcomelas","Nectarinia_chalcomelas"
"Cinnyris_coccinigastrus","Nectarinia_coccinigaster"
"Cinnyris_reichenowi","Nectarinia_preussi"
"Anthodiaeta_metallica","Anthreptes_metallicus"
"Anthodiaeta_pallidigaster","Anthreptes_pallidigaster"
"Anthodiaeta_collaris","Anthreptes_collaris"
"Anthodiaeta_platura","Anthreptes_platurus"
"Arachnothera_affinis","Arachnothera_everetti"
"Ortygospiza_atricollis","Ortygospiza_gabonensis"
"Granatina_ianthinogaster","Uraeginthus_ianthinogaster"
"Granatina_granatina","Uraeginthus_granatinus"
"Lagonosticta_rubricata","Lagonosticta_landanae"
"Erythrura_cyaneovirens","Erythrura_pealii"
"Lepidopygia_nana","Lonchura_nana"
"Spermestes_bicolor","Lonchura_bicolor"
"Lonchura_hunsteini","Lonchura_nigerrima"
"Spermestes_bicolor","Lonchura_nigriceps"
"Spermestes_cucullata","Lonchura_cucullata"
"Spermestes_caniceps","Lonchura_griseicapilla"
"Spermestes_fringilloides","Lonchura_fringilloides"
"Lonchura_tristissima","Lonchura_leucosticta"
"Estrilda_erythronotos","Estrilda_charmosyna"
"Erythrura_cyaneovirens","Erythrura_regia"
"Estrilda_astrild","Estrilda_nigriloris"
"No_match","Vermivora_bachmanii"
"Dendroica_petechia","Dendroica_aestiva"
"Poliopsar_sericeus","Sturnus_sericeus"
"Poliopsar_cineraceus","Sturnus_cineraceus"
"Sturnornis_albofrontatus","Sturnus_albofrontatus"
"Pholia_sharpii","Cinnyricinclus_sharpii"
"Pholia_sharpii","Cinnyricinclus_femoralis"
"Lamprotornis_chloropterus","Lamprotornis_elisabeth"
"Turdus_nigriceps","Turdus_subalaris"
"Zoothera_piaggiae","Zoothera_tanganjicae"
"Turdus_albicollis","Turdus_assimilis"
"Zoothera_dauma","Zoothera_major"
"Turdus_albicollis","Turdus_daguae"
"Dicaeum_agile","Dicaeum_aeruginosum"
"Pyrgilauda_taczanowskii","Montifringilla_taczanowskii"
"Passer_insularis","Passer_hemileucus"
"Notiospiza_angolensis","Ploceus_angolensis"
"Propyrrhula_subhimachala","Pinicola_subhimachala"
"Manucerthia_mana","Oreomystis_mana"
"Carduelis_ankoberensis","Serinus_ankoberensis"
"Alario_alario","Serinus_alario"
"Drepanis_coccinea","Vestiaria_coccinea"
"Pseudochloroptila_symonsi","Serinus_symonsi"
"Carduelis_thibetana","Serinus_thibetanus"
"Pseudochloroptila_totta","Serinus_totta"
"Serinus_striolatus","Serinus_whytii"
"Serinus_citrinelloides","Serinus_frontalis"
"Serinus_citrinelloides","Serinus_hypostictus"
"Pyrrhospiza_punicea","Carpodacus_puniceus"
"Eremopsaltria_mongolica","Eremopsaltria_mongolicus"
"Chlorodrepanis_flava","Hemignathus_flavus"
"Chlorodrepanis_stejnegeri","Hemignathus_kauaiensis"
"Magumma_parva","Hemignathus_parvus"
"Chlorodrepanis_virens","Hemignathus_virens"
"Hemignathus_affinis","Hemignathus_lucidus"
"Cassiculus_melanicterus","Cacicus_melanicterus"
"Dives_warczewiczi","Dives_warszewiczi"
"Ptiloxena_atroviolacea","Dives_atroviolaceus"
"Poospiza_hypocondria","Poospiza_hypochondria"
"Pyrgisoma_crissale","Pipilo_crissalis"
"Pyrgisoma_fuscum","Pipilo_fuscus"
"Pyrgisoma_albicolle","Pipilo_albicollis"
"Pyrgisoma_aberti","Pipilo_aberti"
"Piezorina_cinerea","Piezorhina_cinerea"
"No_match","Sporophila_melanops"
"Sicalis_uropigyalis","Sicalis_uropygialis"
"Passerella_arborea","Spizella_arborea"
"Artemisiospiza_belli","Amphispiza_belli"
"Pyrgisoma_kieneri","Melozone_kieneri"
"Junco_hyemalis","Junco_insularis"
"Poospiza_nigrorufa","Poospiza_whitii"
"Chlorophanes_pulcherrimus","Iridophanes_pulcherrimus"
"Cyanistes_teneriffae","Parus_ultramarinus"
"Alario_alario","Serinus_leucolaema"
"Apteryx_rowi","Apteryx_australis"
"Arborophila_merlini","Arborophila_chloropus"
"Lophura_imperialis","Lophura_hatinhensis"
"Upupa_africana","Upupa_epops"
"Amytornis_merrotsoyi","Amytornis_merrotsyi"
"Chrysococcyx_minutillus","Chrysococcyx_russatus"
"Collocalia_germani","Collocalia_fuciphaga"
"Collocalia_ocista","Collocalia_leucophaea"
"Collocalia_rogersi","Collocalia_brevirostris"
"Platysteira_chalybea","Callaeas_cinereus"
"Dyaphorophyia_blissetti","Platysteira_jamesoni"
"Pellorneum_buettikoferi","Trichastoma_tickelli"
"Lonchura_nigriceps","Lonchura_bicolor"
"Cinnyricinclus_femoralis","Cinnyricinclus_sharpii"
"Corythornis_thomensis","Alcedo_thomensis"
"Corythornis_nais","Alcedo_nais"
"Forpus_xanthopterygius","Forpus_crassirostris"
"Stizorhina_finschi","Stizorhina_finschii"
"Brachypteracias_squamiger","Brachypteracias_squamigera"
"Acrocephalus_orientalis","Acrocephalus_arundinaceus"
"Aerodramus_germani","Collocalia_fuciphaga"
"Aerodramus_palawanensis","Collocalia_palawanensis"
"Aethopyga_temminckii","Aethopyga_mystacalis"
"Aethopyga_vigorsii","Aethopyga_siparaja"
"Agapornis_fisheri","Agapornis_fischeri"
"Agyrtria_brevirostris","Amazilia_brevirostris"
"Agyrtria_cyanocephala","Amazilia_cyanocephala"
"Agyrtria_leucogaster","Amazilia_leucogaster"
"Agyrtria_versicolor","Amazilia_versicolor"
"Agyrtria_violiceps","Amazilia_violiceps"
"Agyrtria_viridifrons","Amazilia_viridifrons"
"Alopochen_aegyptiana","Alopochen_aegyptiaca"
"Amazilia_alticola","Amazilia_amazilia"
"Ammodramus_lecontei","Ammodramus_leconteii"
"Anas_albogularis","Anas_gibberifrons"
"Anthus_pseudosimilis","Anthus_novaeseelandiae"
"Apalis_ruwenzori","Oreolais_ruwenzorii"
"Arachnothera_modesta","Arachnothera_affinis"
"Aratinga_pintoi","Aratinga_solstitialis"
"Aratinga_strenua","Aratinga_holochlora"
"Buteogallus_gundlachi","Buteogallus_anthracinus"
"Calendulalauda_africanoides","Mirafra_africanoides"
"Calendulalauda_albescens","Certhilauda_albescens"
"Calendulalauda_alopex","Mirafra_alopex"
"Calendulalauda_barlowi","Certhilauda_barlowi"
"Calendulalauda_burra","Certhilauda_burra"
"Calendulalauda_erythrochlamys","Certhilauda_erythrochlamys"
"Calendulalauda_poecilosterna","Mirafra_poecilosterna"
"Calendulalauda_sabota","Mirafra_sabota"
"Camptorhynchus_labradorius","Extinct"
"Campylopterus_cirrochloris","Aphantochroa_cirrochloris"
"Carduelis_cabaret","Carduelis_flammea"
"Carpodacus_rhodochrous","Carpodacus_rodochroa"
"Carpodacus_rhodopeplus","Carpodacus_rodopeplus"
"Cercotrichas_minor","Erythropygia_galactotes"
"Certhilauda_benguelensis","Certhilauda_subcoronata"
"Certhilauda_brevirostris","Certhilauda_curvirostris"
"Chaetophila_angustipluma","Extinct"
"Chaetops_pycnopygius","Achaetops_pycnopygius"
"Chersomanes_beesleyi","Chersomanes_albofasciata"
"Chlorostilbon_bracei","Extinct"
"Cinnyris_preussi","Nectarinia_preussi"
"Cinnyris_souimanga","Nectarinia_sovimanga"
"Cinnyris_tsavoensis","Nectarinia_tsavoensis"
"Cisticola_cinnamomeus","Cisticola_brunnescens"
"Coccycua_melanogaster","Piaya_melanogaster"
"Coccycya_minuta","Coccycua_minuta"
"Coeligena_eos","Coeligena_bonapartei"
"Colaptes_melanolaimus","Colaptes_melanochloros"
"Contopus_oberi","Contopus_latirostris"
"Contopus_portoricensis","Contopus_latirostris"
"Conuropsis_carolinensis","Extinct"
"Coracina_salomonis","Coracina_tenuirostris"
"Coracina_welchmani","Coracina_caledonica"
"Coturnix_novaezelandiae","Extinct"
"Cryptosylvicola_randriansoloi","New"
"Cuculus_bocki","Cuculus_sparverioides"
"Cuculus_hyperythrus","Cuculus_fugax"
"Cuculus_nisicolor","Cuculus_fugax"
"Cuculus_pectoralis","Cuculus_fugax"
"Cyanistes_flavipectus","Parus_cyanus"
"Cyanomitra_adelberti","Nectarinia_adelberti"
"Cyanomitra_obscura","Nectarinia_olivacea"
"Deleornis_axillaris","Anthreptes_fraseri"
"Dicaeum_ignipectum","Dicaeum_ignipectus"
"Dromaeocercus_seebohmi","Amphilais_seebohmi"
"Ectopistes_migratorius","Extinct"
"Eudynamys_cyanocephala","Eudynamys_melanorhynchus"
"Florisuga_fuscus","Florisuga_fusca"
"Formicarius_monileger","Formicarius_analis"
"Foudia_seychellarum","Foudia_sechellarum"
"Galerida_thekla","Galerida_theklae"
"Gallinago_delicata","Gallinago_gallinago"
"Garrulax_cinerascens","Garrulax_cineraceus"
"Geotrygon_leucometopia","Geotrygon_caniceps"
"Glaucidium_hoskinsii","Glaucidium_gnoma"
"Gracula_indica","Gracula_religiosa"
"Gymnostinops_mexicanus","Gymnomystax_mexicanus"
"Gypis_alba","Gygis_alba"
"Heliactin_bilopha","Heliactin_bilophus"
"Heliangelus_clarisse","Heliangelus_spencei"
"Hemignathus_ellisianus","Extinct"
"Hemignathus_obscurus","Extinct"
"Hemithraupis_ruficapillus","Hemithraupis_ruficapilla"
"Heteralocha_acutirostris","Extinct"
"Himantopus_melanurus","Himantopus_mexicanus"
"Hyliota_usambarae","Hyliota_australis"
"Hypothymis_puella","Hypothymis_azurea"
"Hypsipetes_ganeesa","Hypsipetes_leucocephalus"
"Incana_incanus","Incana_incana"
"Jabouilleia_naungmungensis","Jabouilleia_danjoui"
"Leucippus_hypostictus","Taphrospilus_hypostictus"
"Leucippus_viridicauda","Amazilia_viridicauda"
"Lophura_erythrophthalmus","Lophura_erythrophthalma"
"Macholophus_holsti","Parus_holsti"
"Manacus_manucus","Manacus_manacus"
"Megapodius_forstenii","Megapodius_reinwardt"
"Megascops_columbianus","Megascops_ingens"
"Melaniparus_afer","Parus_cinerascens"
"Melaniparus_albiventris","Parus_albiventris"
"Melaniparus_carpi","Parus_carpi"
"Melaniparus_cinerascens","Parus_cinerascens"
"Melaniparus_fasciiventer","Parus_fasciiventer"
"Melaniparus_funereus","Parus_funereus"
"Melaniparus_griseiventris","Parus_griseiventris"
"Melaniparus_leucomelas","Parus_leucomelas"
"Melaniparus_leuconotus","Parus_leuconotus"
"Melaniparus_niger","Parus_niger"
"Melaniparus_rufiventris","Parus_rufiventris"
"Melaniparus_thruppi","Parus_thruppi"
"Mergus_australis","Extinct"
"Merops_bullocki","Merops_bulocki"
"Mesitornis_benschi","Monias_benschi"
"Mino_kreffti","Mino_dumontii"
"Mirafra_fasciolata","Mirafra_africana"
"Moho_apicalis","Extinct"
"Moho_bishopi","Extinct"
"Moho_braccatus","Extinct"
"Moho_nobilis","Extinct"
"Motacilla_tschutschensis","Motacilla_flava"
"Nectarinia_bocagei","Nectarinia_bocagii"
"Neophema_bourkii","Neopsephotus_bourkii"
"Nesillas_aldabrana","Extinct"
"Onychoprion_albostriatus","Sterna_albostriata"
"Oreomystis_bairdii","Oreomystis_bairdi"
"Ornithion_semiflavus","Ornithion_semiflavum"
"Oxyura_ferruginea","Oxyura_jamaicensis"
"Pachycephala_griseiceps","Pachycephala_simplex"
"Pardaliparus_amabilis","Parus_amabilis"
"Pardaliparus_elegans","Parus_elegans"
"Pardaliparus_venustulus","Parus_venustulus"
"Parisoma_lugens","Sylvia_lugens"
"Parisoma_subcaeruleum","Sylvia_subcaerulea"
"Percnostola_saturata","Schistocichla_saturata"
"Phacellodomus_berlepschi","Thripophaga_berlepschi"
"Phacellodomus_fusciceps","Thripophaga_fusciceps"
"Phalacrocorax_nivalis","Phalacrocorax_atriceps"
"Phalacrocorax_purpurascens","Phalacrocorax_atriceps"
"Pipilo_socorroensis","Pipilo_maculatus"
"Platylophus_leucopterus","Platysmurus_leucopterus"
"Podilymbus_gigas","Extinct"
"Podoces_humilis","Pseudopodoces_humilis"
"Poecile_hypermelaenus","Parus_hypermelaenus"
"Poecile_montana","Parus_montanus"
"Poecile_songara","Parus_montanus"
"Poecile_superciliosa","Parus_superciliosus"
"Polyerata_boucardi","Amazilia_boucardi"
"Polyerata_decora","Amazilia_decora"
"Polyerata_lactea","Amazilia_lactea"
"Polyerata_rosenbergi","Amazilia_rosenbergi"
"Prinia_erythroptera","Heliolais_erythropterus"
"Prinia_substriata","Phragmacia_substriata"
"Psalidoprocne_holomelas","Psalidoprocne_pristoptera"
"Psalidoprocne_orientalis","Psalidoprocne_pristoptera"
"Psalidoprocne_petiti","Psalidoprocne_pristoptera"
"Pseudocossyphus_bensoni","Monticola_bensoni"
"Pterodroma_occulta","Pterodroma_cervicalis"
"Pteroglossus_erythropygius","Pteroglossus_torquatus"
"Pteroglossus_sanguineus","Pteroglossus_torquatus"
"Ptilinopus_hyogaster","Ptilinopus_hyogastrus"
"Puffinus_persicus","Puffinus_lherminieri"
"Pycnonotus_erythrophthalmus","Pycnonotus_erythropthalmos"
"Pycnonotus_flaviventris","Pycnonotus_melanicterus"
"Pycnonotus_melanoleucus","Pycnonotus_melanoleucos"
"Pyrrhula_leucogenys","Pyrrhula_leucogenis"
"Ramphastos_culminatus","Ramphastos_vitellinus"
"Ramphastos_cuvieri","Ramphastos_tucanus"
"Rhabdornis_mysticalis","Rhabdornis_mystacalis"
"Rhodopechys_githagineus","Bucanetes_githagineus"
"Rhondonessa_caryophyllacea","New"
"Saucerottia_cupreicauda","Amazilia_viridigaster"
"Saucerottia_cyanifrons","Amazilia_cyanifrons"
"Saucerottia_cyanura","Amazilia_cyanura"
"Saucerottia_edward","Amazilia_edward"
"Saucerottia_saucerrottei","Amazilia_saucerrottei"
"Saucerottia_tobaci","Amazilia_tobaci"
"Saucerottia_viridigaster","Amazilia_viridigaster"
"Saxicola_bifasciatus","Oenanthe_bifasciata"
"Saxicola_rubicola","Saxicola_torquatus"
"Sceloglaux_albifacies","Extinct"
"Scenopoeetus_dentirostris","Scenopoeetes_dentirostris"
"Seicercus_albogularis","Abroscopus_albogularis"
"Sittiparus_semilarvatus","Parus_semilarvatus"
"Sittiparus_varius","Parus_varius"
"Sporophila_torquata","Sporophila_torqueola"
"Spreo_unicolor","Cosmopsarus_unicolor"
"Stagonopleura_fuliginosus","Oreostruthus_fuliginosus"
"Stelgidopteryx_andecola","Haplochelidon_andecola"
"Sturnia_philippensis","Sturnus_philippensis"
"Sturnia_sturnina","Sturnus_sturninus"
"Sylvia_margelanica","Sylvia_curruca"
"Temenuchus_pagodarum","Sturnus_pagodarum"
"Terpsiphone_batesi","Terpsiphone_rufocinerea"
"Thalassornis_leuconotos","Thalassornis_leuconotus"
"Theristicus_branickii","Theristicus_melanopis"
"Thryothorus_zeledoni","Thryothorus_modestus"
"Torgus_tracheliotus","Torgos_tracheliotos"
