"synonyms","species"
"Philentoma_pyrhopterum","Philentoma_pyrhoptera"
"Philentoma_velatum","Philentoma_velata"
"Philohydor_lictor","Pitangus_lictor"
"Philydor_amaurotis","Anabacerthia_amaurotis"
"Philydor_dimidiatus","Syndactyla_dimidiata"
"Philydor_erythrocercus","Philydor_erythrocercum"
"Philydor_erythropterus","Philydor_erythropterum"
"Philydor_fuscipennis","Philydor_fuscipenne"
"Philydor_ruficaudatus","Philydor_ruficaudatum"
"Philydor_rufus","Philydor_rufum"
"Phoenicopterus_andinus","Phoenicoparrus_andinus"
"Phoenicopterus_jamesi","Phoenicoparrus_jamesi"
"Phoenicopterus_minor","Phoeniconaias_minor"
"Phoenicurus_caeruleocephalus","Phoenicurus_coeruleocephala"
"Phoenicurus_erythrogaster","Phoenicurus_erythrogastrus"
"Phoenicurus_erythronota","Phoenicurus_erythronotus"
"Phylidonyris_melanops","Gliciphila_melanops"
"Phylidonyris_nigra","Phylidonyris_niger"
"Phylidonyris_notabilis","Glycifohia_notabilis"
"Phylidonyris_pyrrhoptera","Phylidonyris_pyrrhopterus"
"Phylidonyris_undulata","Glycifohia_undulata"
"Phyllastrephus_apperti","Xanthomixis_apperti"
"Phyllastrephus_cinereiceps","Xanthomixis_cinereiceps"
"Phyllastrephus_madagascariensis","Bernieria_madagascariensis"
"Phyllastrephus_tenebrosus","Xanthomixis_tenebrosa"
"Phyllastrephus_zosterops","Xanthomixis_zosterops"
"Phylloscartes_paulistus","Phylloscartes_paulista"
"Phylloscopus_poliocephalus","Phylloscopus_maforensis"
"Phylloscopus_ruficapillus","Phylloscopus_ruficapilla"
"Pinicola_subhimachalus","Pinicola_subhimachala"
"Pipra_coeruleocapilla","Lepidothrix_coeruleocapilla"
"Pipra_coronata","Lepidothrix_coronata"
"Pipra_iris","Lepidothrix_iris"
"Pipra_isidorei","Lepidothrix_isidorei"
"Pipra_nattereri","Lepidothrix_nattereri"
"Pipra_serena","Lepidothrix_serena"
"Pipra_suavissima","Lepidothrix_suavissima"
"Pipra_vilasboasi","Lepidothrix_vilasboasi"
"Piprites_pileatus","Piprites_pileata"
"Pithys_castanea","Pithys_castaneus"
"Pitohui_cristatus","Ornorectes_cristatus"
"Pitohui_ferrugineus","Pseudorectes_ferrugineus"
"Pitohui_incertus","Pseudorectes_incertus"
"Pitohui_nigrescens","Melanorectes_nigrescens"
"Pitta_arcuata","Pitta_arquata"
"Pitta_phayrei","Anthocincla_phayrei"
"Platycichla_flavipes","Turdus_flavipes"
"Platycichla_leucops","Turdus_leucops"
"Ploceus_dicrocephalus","Ploceus_dichrocephalus"
"Ploceus_nigrimentum","Ploceus_nigrimentus"
"Ploceus_ocularis","Ploceus_ocularis"
"Ploceus_pelzelni","Ploceus_pelzelni"
"Pomatostomus_isidorei","Garritornis_isidorei"
"Porphyrio_martinicus","Porphyrio_martinica"
"Prinia_burnesii","Laticilla_burnesii"
"Prinia_criniger","Prinia_crinigera"
"Prinia_leontica","Schistolais_leontica"
"Prinia_leucopogon","Schistolais_leucopogon"
"Procnias_alba","Procnias_albus"
"Procnias_tricarunculata","Procnias_tricarunculatus"
"Prosobonia_cancellata","Aechmorhynchus_parvirostris"
"Pseudocolopteryx_dinellianus","Pseudocolopteryx_dinelliana"
"Pseudocossyphus_imerinus","Monticola_imerina"
"Pseudocossyphus_sharpei","Monticola_sharpei"
"Pseudodacnis_hartlaubi","Dacnis_hartlaubi"
"Psophocichla_litsipsirupa","Psophocichla_litsitsirupa"
"Ptiliogonys_caudatus","Ptilogonys_caudatus"
"Ptiliogonys_cinereus","Ptilogonys_cinereus"
"Pyrrhomyias_cinnamomea","Pyrrhomyias_cinnamomeus"
"Ramphotrigon_megacephala","Ramphotrigon_megacephalum"
"Regulus_ignicapillus","Regulus_ignicapilla"
"Rhinomyias_addita","Rhinomyias_additus"
"Rhinomyias_brunneata","Rhinomyias_brunneatus"
"Rhinomyias_olivacea","Rhinomyias_olivaceus"
"Rhipidura_hypoxantha","Chelidorhynx_hypoxantha"
"Rhodopechys_githaginea","Bucanetes_githagineus"
"Rhodopechys_mongolica","Eremopsaltria_mongolica"
"Rhodopechys_obsoleta","Rhodospiza_obsoleta"
"Rhodopechys_sanguinea","Rhodopechys_sanguineus"
"Rhodophoneus_cruentus","Telophorus_cruentus"
"Rhopornis_ardesiaca","Rhopornis_ardesiacus"
"Rhyacornis_fuliginosus","Rhyacornis_fuliginosa"
"Rostratula_semicollaris","Nycticryphes_semicollaris"
"Rupicola_peruviana","Rupicola_peruvianus"
"Sakesphorus_bernardi","Thamnophilus_bernardi"
"Sakesphorus_melanonotus","Thamnophilus_melanonotus"
"Sakesphorus_melanothorax","Thamnophilus_melanothorax"
"Saroglossa_aurata","Hartlaubius_auratus"
"Saxicola_bifasciata","Campicoloides_bifasciatus"
"Saxicola_ferrea","Saxicola_ferreus"
"Saxicola_leucura","Saxicola_leucurus"
"Saxicola_macrorhyncha","Saxicola_macrorhynchus"
"Saxicoloides_fulicata","Saxicoloides_fulicatus"
"Scaphidura_oryzivora","Molothrus_oryzivorus"
"Schiffornis_turdinus","Schiffornis_turdina"
"Schizoeaca_moreirae","Oreophylax_moreirae"
"Schoenicola_platyura","Schoenicola_platyurus"
"Schoeniophylax_phryganophila","Schoeniophylax_phryganophilus"
"Scytalopus_indigoticus","Eleoscytalopus_indigoticus"
"Scytalopus_infasciatus","Scytalopus_griseicollis"
"Scytalopus_psychopompus","Eleoscytalopus_psychopompus"
"Seicercus_xanthoschistos","Phylloscopus_xanthoschistos"
"Seleucidis_melanoleuca","Seleucidis_melanoleucus"
"Sericornis_magnirostris","Sericornis_magnirostra"
"Serinus_citrinella","Carduelis_citrinella"
"Silvicultrix_diadema","Ochthoeca_diadema"
"Silvicultrix_frontalis","Ochthoeca_frontalis"
"Silvicultrix_jelskii","Ochthoeca_jelskii"
"Silvicultrix_pulchella","Ochthoeca_pulchella"
"Simoxenops_striatus","Syndactyla_striata"
"Simoxenops_ucayalae","Syndactyla_ucayalae"
"Siptornopsis_hypochondriacus","Siptornopsis_hypochondriaca"
"Skutchia_borbae","Phlegopsis_borbae"
"Speirops_brunneus","Zosterops_brunneus"
"Speirops_leucophoeus","Zosterops_leucophaeus"
"Speirops_lugubris","Zosterops_lugubris"
"Speirops_melanocephalus","Zosterops_melanocephalus"
"Spiloptila_clamans","Spiloptila_clamans"
"Spreo_albicapillus","Lamprotornis_albicapillus"
"Spreo_bicolor","Lamprotornis_bicolor"
"Spreo_fischeri","Lamprotornis_fischeri"
"Stachyris_ambigua","Stachyridopsis_ambigua"
"Stachyris_capitalis","Sterrhoptilus_capitalis"
"Stachyris_chrysaea","Stachyridopsis_chrysaea"
"Stachyris_dennistouni","Sterrhoptilus_dennistouni"
"Stachyris_hypogrammica","Zosterornis_hypogrammicus"
"Stachyris_latistriata","Zosterornis_latistriatus"
"Stachyris_nigrocapitata","Sterrhoptilus_nigrocapitatus"
"Stachyris_nigrorum","Zosterornis_nigrorum"
"Stachyris_plateni","Dasycrotapha_plateni"
"Stachyris_pyrrhops","Stachyridopsis_pyrrhops"
"Stachyris_rodolphei","Stachyridopsis_rodolphei"
"Stachyris_ruficeps","Stachyridopsis_ruficeps"
"Stachyris_rufifrons","Stachyridopsis_rufifrons"
"Stachyris_speciosa","Dasycrotapha_speciosa"
"Stachyris_striata","Zosterornis_striatus"
"Stachyris_striolata","Stachyris_strialata"
"Stachyris_whiteheadi","Zosterornis_whiteheadi"
"Stelgidopteryx_fucata","Alopochelidon_fucata"
"Sterna_bernsteini","Thalasseus_bernsteini"
"Sturnus_burmannicus","Acridotheres_burmannicus"
"Sturnus_contra","Gracupica_contra"
"Sturnus_erythropygius","Sturnia_erythropygia"
"Sturnus_malabaricus","Sturnia_malabarica"
"Sturnus_melanopterus","Acridotheres_melanopterus"
"Sturnus_nigricollis","Gracupica_nigricollis"
"Sturnus_pagodarum","Sturnia_pagodarum"
"Sturnus_roseus","Pastor_roseus"
"Sturnus_senex","Sturnia_sinensis"
"Sturnus_sericeus","Spodiopsar_sericeus"
"Sturnus_sinensis","Sturnia_sinensis"
"Sturnus_sturninus","Agropsar_sturninus"
"Sylvia_rueppelli","Sylvia_ruppeli"
"Sylvia_subcaeruleum","Sylvia_subcaerulea"
"Synallaxis_hellmayri","Gyalophylax_hellmayri"
"Synallaxis_whitneyi","Synallaxis_cinerea"
"Tachycineta_meyeni","Tachycineta_leucopyga"
"Tchagra_minuta","Bocagia_minuta"
"Tchagra_senegala","Tchagra_senegalus"
"Telophorus_bocagei","Chlorophoneus_bocagei"
"Telophorus_kupeensis","Chlorophoneus_kupeensis"
"Telophorus_multicolor","Chlorophoneus_multicolor"
"Telophorus_nigrifrons","Chlorophoneus_nigrifrons"
"Telophorus_olivaceus","Chlorophoneus_olivaceus"
"Telophorus_sulfureopectus","Chlorophoneus_sulfureopectus"
"Tephrodornis_gularis","Tephrodornis_virgatus"
"Tesia_castaneocoronata","Cettia_castaneocoronata"
"Thamnolaea_semirufa","Monticola_semirufus"
"Thryomanes_sissonii","Troglodytes_sissonii"
"Thryothorus_atrogularis","Pheugopedius_atrogularis"
"Thryothorus_coraya","Pheugopedius_coraya"
"Thryothorus_eisenmanni","Pheugopedius_eisenmanni"
"Thryothorus_euophrys","Pheugopedius_euophrys"
"Thryothorus_fasciatoventris","Pheugopedius_fasciatoventris"
"Thryothorus_felix","Pheugopedius_felix"
"Thryothorus_genibarbis","Pheugopedius_genibarbis"
"Thryothorus_griseus","Cantorchilus_griseus"
"Thryothorus_guarayanus","Cantorchilus_guarayanus"
"Thryothorus_leucopogon","Cantorchilus_leucopogon"
"Thryothorus_leucotis","Cantorchilus_leucotis"
"Thryothorus_longirostris","Cantorchilus_longirostris"
"Thryothorus_maculipectus","Pheugopedius_maculipectus"
"Thryothorus_modestus","Cantorchilus_modestus"
"Thryothorus_mystacalis","Pheugopedius_mystacalis"
"Thryothorus_nicefori","Thryophilus_nicefori"
"Thryothorus_nigricapillus","Cantorchilus_nigricapillus"
"Thryothorus_pleurostictus","Thryophilus_pleurostictus"
"Thryothorus_rufalbus","Thryophilus_rufalbus"
"Thryothorus_rutilus","Pheugopedius_rutilus"
"Thryothorus_sclateri","Pheugopedius_sclateri"
"Thryothorus_semibadius","Cantorchilus_semibadius"
"Thryothorus_sinaloa","Thryophilus_sinaloa"
"Thryothorus_spadix","Pheugopedius_spadix"
"Thryothorus_superciliaris","Cantorchilus_superciliaris"
"Thryothorus_thoracicus","Cantorchilus_thoracicus"
"Tiaris_fuliginosa","Tiaris_fuliginosus"
"Tiaris_obscura","Tiaris_obscurus"
"Todirostrum_calopterum","Poecilotriccus_calopterus"
"Todirostrum_fumifrons","Poecilotriccus_fumifrons"
"Todirostrum_latirostre","Poecilotriccus_latirostris"
"Todirostrum_plumbeiceps","Poecilotriccus_plumbeiceps"
"Todirostrum_russatum","Poecilotriccus_russatus"
"Todirostrum_senex","Poecilotriccus_senex"
"Todirostrum_sylvia","Poecilotriccus_sylvia"
"Toxorhamphus_iliolophus","Oedistoma_iliolophus"
"Treron_calva","Treron_calvus"
"Trichastoma_woodi","Leonardina_woodi"
"Trichixos_pyrropyga","Trichixos_pyrropygus"
"Trichocichla_rufa","Megalurulus_rufus"
"Trochocercus_albiventris","Elminia_albiventris"
"Trochocercus_albonotatus","Elminia_albonotata"
"Trochocercus_nigromitratus","Elminia_nigromitrata"
"Turdoides_caudatus","Turdoides_caudata"
"Turdoides_fulvus","Turdoides_fulva"
"Turdoides_hypoleucus","Turdoides_hypoleuca"
"Turdoides_leucocephalus","Turdoides_leucocephala"
"Turdoides_leucopygius","Turdoides_leucopygia"
"Turdoides_rubiginosus","Turdoides_rubiginosa"
"Turdoides_squamulatus","Turdoides_squamulata"
"Turdoides_striatus","Turdoides_striata"
"Turdoides_subrufus","Turdoides_subrufa"
"Turdoides_tenebrosus","Turdoides_tenebrosa"
"Turdus_libonyanus","Turdus_libonyana"
"Upucerthia_ruficauda","Upucerthia_ruficaudus"
"Uraeginthus_granatina","Uraeginthus_granatinus"
"Urocissa_erythrorhyncha","Urocissa_erythroryncha"
"Urolais_epichlora","Urolais_epichlorus"
"Uromyias_agilis","Anairetes_agilis"
"Uromyias_agraphia","Anairetes_agraphia"
"Vanellus_cayanus","Hoploxypterus_cayanus"
"Xanthotis_macleayana","Xanthotis_macleayanus"
"Xanthotis_polygramma","Xanthotis_polygrammus"
"Xiphirhynchus_superciliaris","Pomatorhinus_superciliaris"
"Xolmis_cinerea","Xolmis_cinereus"
"Xolmis_coronata","Xolmis_coronatus"
"Xolmis_velata","Xolmis_velatus"
"Yuhina_zantholeuca","Erpornis_zantholeuca"
"Zimmerius_cinereicapillus","Zimmerius_cinereicapilla"
"Zoothera_cameronensis","Geokichla_camaronensis"
"Zoothera_cinerea","Geokichla_cinerea"
"Zoothera_citrina","Geokichla_citrina"
"Zoothera_crossleyi","Geokichla_crossleyi"
"Zoothera_dohertyi","Geokichla_dohertyi"
"Zoothera_dumasi","Geokichla_dumasi"
"Zoothera_erythronota","Geokichla_erythronota"
"Zoothera_gurneyi","Geokichla_gurneyi"
"Zoothera_guttata","Geokichla_guttata"
"Zoothera_interpres","Geokichla_interpres"
"Zoothera_naevia","Ixoreus_naevius"
"Zoothera_oberlaenderi","Geokichla_oberlaenderi"
"Zoothera_peronii","Geokichla_peronii"
"Zoothera_piaggiae","Geokichla_piaggiae"
"Zoothera_pinicola","Ridgwayia_pinicola"
"Zoothera_princei","Geokichla_princei"
"Zoothera_schistacea","Geokichla_schistacea"
"Zoothera_sibirica","Geokichla_sibirica"
"Zoothera_spiloptera","Geokichla_spiloptera"
"Zoothera_wardii","Geokichla_wardii"
"Zosterops_atricapillus","Zosterops_atricapilla"
"Zosterops_borbonicus","Zosterops_borbonicus"
"Zosterops_citrinellus","Zosterops_citrinella"
"Zosterops_fuscicapillus","Zosterops_fuscicapilla"
"Zosterops_poliogaster","Zosterops_poliogastrus"
"Zosterops_rendovae","Zosterops_ugiensis"
"Zosterops_xanthochrous","Zosterops_xanthochroa"
"Ptychoramphus_aleutica","Ptychoramphus_aleuticus"
"Neohierax_insignis","Polihierax_insignis"
"Polyborus_audubonii","Caracara_cheriway"
"Falco_novaezeelandiae","Falco_novaeseelandiae"
"Francolinus_levaillantoides","Francolinus_levalliantoides"
"Syrmaticus_soemmerringi","Syrmaticus_soemmerringii"
"Catreus_wallichi","Catreus_wallichii"
"Dendrocopos_nuttallii","Picoides_nuttallii"
"Strix_virgata","Ciccaba_virgata"
"Ceryle_torquatus","Megaceryle_torquata"
"Tachymarptis_melba","Apus_melba"
"Campylopterus_cuvierii","Phaeochroa_cuvierii"
"Basilinna_xantusii","Hylocharis_xantusii"
"Basilinna_leucotis","Hylocharis_leucotis"
"Collocalia_bartschi","Aerodramus_bartschi"
"Ochetorhynchus_ruficaudus","Upucerthia_ruficaudus"
"Phyllomyias_cinereicapilla","Zimmerius_cinereicapilla"
"Lophotriccus_pilaris","Atalotriccus_pilaris"
"Philydor_dimidiatum","Syndactyla_dimidiata"
"Muscicapa_forficata","Tyrannus_forficatus"
"Lanius_tyrannus","Tyrannus_tyrannus"
"Anas_bernicla","Branta_bernicla"
"Anas_canadensis","Branta_canadensis"
"Anser_hutchinsii","Branta_hutchinsii"
"Psitteuteles_diadema","Charmosyna_diadema"
"Trichoglossus_josephinae","Charmosyna_josefinae"
"Hypocharmosyna_meeki","Charmosyna_meeki"
"Charmosynopsis_multistriata","Charmosyna_multistriata"
"Psittacus_palmarum","Charmosyna_palmarum"
"Psittacus_papou","Charmosyna_papou"
"Psittacus_placentis","Charmosyna_placentis"
"Trichoglossus_rubrigularis","Charmosyna_rubrigularis"
"Trichoglossus_wilhelminae","Charmosyna_wilhelminae"
"Coriphilus_rubronotatus","Charmosyna_rubronotata"
"Hypocharmosyna_toxopei","Charmosyna_toxopei"
"Trichoglossus_josefinae","Charmosyna_josefinae"
"Cygnus_melanocoryphus","Cygnus_melancoryphus"
"Asacornis_scutulata","Asarcornis_scutulata"
"Eos_rubra","Eos_bornea"
"Pyrrhura_anaca","Pyrrhura_leucotis"
"Anas_mollissima","Somateria_mollissima"
"Anas_spectabilis","Somateria_spectabilis"
"Fuligula_fischeri","Somateria_fischeri"
"Eider_mollissimus","Somateria_mollissima"
"Crax_pipile","Aburria_pipile"
"Crax_cumanensis","Aburria_cumanensis"
"Penelope_cujubi","Aburria_cujubi"
"Penelope_jacutinga","Aburria_jacutinga"
"Aptenodytes_crestata","Eudyptes_chrysocome"
"Procellaria_forsteri","Pachyptila_vittata"
"Pelecanoides_urinator","Pelecanoides_urinatrix"
"Procellaria_urinatrix","Pelecanoides_urinatrix"
"Oestrelata_kidderi","Aphrodroma_brevirostris"
"Thalassarche_melanophrys","Thalassarche_melanophris"
"Procellaria_albigularis","Nesofregetta_fuliginosa"
"Poecile_cincta","Poecile_cinctus"
"Poecile_hudsonica","Poecile_hudsonicus"
"Pygochelidon_cyanoleuca","Notiochelidon_cyanoleuca"
"Cyanocorax_sanblasiana","Cyanocorax_sanblasianus"
"Poecile_montana","Poecile_montanus"
"Poecile_superciliosa","Poecile_superciliosus"
"Dendroica_delicata","Setophaga_delicata"
"Dendroica_subita","Setophaga_subita"
"Molothrus_oryzivora","Molothrus_oryzivorus"
"Phaeothlypis_fulvicauda","Myiothlypis_fulvicauda"
"Phaeothlypis_rivularis","Myiothlypis_rivularis"
"Setophaga_picta","Myioborus_pictus"
"Chamaethlypis_poliocephala","Geothlypis_poliocephala"
"Clypicterus_oseryi","Psarocolius_oseryi"
"Zarhynchus_wagleri","Psarocolius_wagleri"
"Poospizopsis_caesar","Poospiza_caesar"
"Compsospiza_baeri","Poospiza_baeri"
"Compsospiza_garleppi","Poospiza_garleppi"
"Phlogothraupis_sanguinolenta","Ramphocelus_sanguinolentus"
"Erythrothlypis_salmoni","Chrysothlypis_salmoni"
"Oxynotus_typicus","Coracina_typica"
"Oxynotus_newtoni","Coracina_newtoni"
"Coquus_typicus","Coracina_typica"
"Coquus_newtoni","Coracina_newtoni"
"Larus_roseum","Rhodostethia_rosea"
"Scolopax_nigra","Haematopus_bachmani"
"Eupoda_montana","Charadrius_montanus"
"Scolopax_fedoa","Limosa_fedoa"
"Uria_brevirostris","Brachyramphus_brevirostris"
"Scolopax_haemastica","Limosa_haemastica"
"Tringa_canutus","Calidris_canutus"
"Tringa_longicauda","Bartramia_longicauda"
"Ardea_rufescens","Egretta_rufescens"
"Procellaria_hasitata","Pterodroma_hasitata"
"Procellaria_gravis","Puffinus_gravis"
"Neophron_monachus","Necrosyrtes_monachus"
"Brachyramphus_hypoleucus","Synthliboramphus_hypoleucus"
"Endomychura_hypoleuca","Synthliboramphus_hypoleucus"
"Pelecanus_bassanus","Morus_bassanus"
"Sula_bassana","Morus_bassanus"
"Larus_tridactylus","Rissa_tridactyla"
"Xenorhynchus_asiaticus","Ephippiorhynchus_asiaticus"
"Tringa_cinerea","Xenus_cinereus"
"Podiceps_rufolavatus","Tachybaptus_rufolavatus"
"Nycticorax_magnificus","Gorsachius_magnificus"
"Larus_eburneus","Pagophila_eburnea"
"Falco_misisippiensis","Ictinia_mississippiensis"
"Heterospizias_meridionalis","Buteogallus_meridionalis"
"Gabianus_scoresbii","Leucophaeus_scoresbii"
"Ardea_maguari","Ciconia_maguari"
"Elanoides_riocourii","Chelictinia_riocourii"
"Hemerodromus_cinctus","Rhinoptilus_cinctus"
"Speirops_leucophaeus","Zosterops_leucophaeus"
"Nannus_troglodytes","Troglodytes_troglodytes"
"Nannus_hiemalis","Troglodytes_hiemalis"
"Nannus_pacificus","Troglodytes_pacificus"
"Scytalopus_notorius","Scytalopus_speluncae"
"Zoothera_joiceyi","Geokichla_joiceyi"
"Zoothera_leucolaema","Geokichla_leucolaema"
"Zoothera_mendeni","Geokichla_mendeni"
"Laniarius_erlangeri","Laniarius_nigerrimus"
"Cracticus_argenteus","Cracticus_torquatus"
"Psophodes_leucogaster","Psophodes_nigrogularis"
"Bradypterus_kashmirensis","Locustella_kashmirensis"
"Bradypterus_davidi","Locustella_davidi"
"Bradypterus_alishanensis","Locustella_alishanensis"
"Bradypterus_mandelli","Locustella_mandelli"
"Bradypterus_montis","Locustella_montis"
"Bradypterus_timorensis","Locustella_timorensis"
"Lanius_gularis","Tephrodornis_virgatus"
"Cercotrichas_coryphoeus","Erythropygia_coryphoeus"
"Corvus_tropicus","Corvus_hawaiiensis"
"Motacilla_familiaris","Oenanthe_familiaris"
"Nesillas_aldabranus","Nesillas_aldabrana"
"Grallaria_urraoensis","Grallaria_fenwickorum"
"Rectes_tenebrosus","Pachycephala_tenebrosa"
"Malurus_clamans","Spiloptila_clamans"
"Dendroica_flavescens","Setophaga_flavescens"
"Oreothlypis_peregrina","Leiothlypis_peregrina"
"Sylvia_peregrina","Leiothlypis_peregrina"
"Oreothlypis_celata","Leiothlypis_celata"
"Sylvia_celatus","Leiothlypis_celata"
"Oreothlypis_crissalis","Leiothlypis_crissalis"
"Helminthophila_crissalis","Leiothlypis_crissalis"
"Helminthophaga_luciae","Leiothlypis_luciae"
"Oreothlypis_luciae","Leiothlypis_luciae"
"Sylvia_ruficapilla","Leiothlypis_ruficapilla"
"Oreothlypis_ruficapilla","Leiothlypis_ruficapilla"
"Helmithophila_virginiae","Leiothlypis_virginiae"
"Oreothlypis_virginiae","Leiothlypis_virginiae"
"Certhia_pinus","Setophaga_pinus"
"Acanthidops_bairdi","Acanthidops_bairdii"
"Accipiter_cirrocephalus","Accipiter_cirrhocephalus"
"Accipiter_gundlachi","Accipiter_gundlachii"
"Acridotheres_tristis","Sturnus_tristis"
"Actenoides_hombroni","Halcyon_hombroni"
"Actenoides_lindsayi","Halcyon_lindsayi"
"Aerodramus_elaphrus","Collocalia_elaphra"
"Aerodramus_francicus","Collocalia_francica"
"Aerodramus_hirundinaceus","Collocalia_hirundinacea"
"Aerodramus_infuscatus","Collocalia_infuscata"
"Aerodramus_inquietus","Collocalia_inquieta"
"Aerodramus_maximus","Collocalia_maxima"
"Aerodramus_mearnsi","Collocalia_mearnsi"
"Aerodramus_nuditarsus","Collocalia_nuditarsus"
"Aerodramus_orientalis","Collocalia_orientalis"
"Aerodramus_papuensis","Collocalia_papuensis"
"Aerodramus_pelewensis","Collocalia_pelewensis"
"Aerodramus_salangana","Collocalia_salangana"
"Aerodramus_sawtelli","Collocalia_sawtelli"
"Aerodramus_unicolor","Collocalia_unicolor"
"Aerodramus_vulcanorum","Collocalia_vulcanorum"
"Aerodramus_whiteheadi","Collocalia_whiteheadi"
"Agriornis_albicauda","Agriornis_andicola"
"Alcippe_variegaticeps","Pseudominla_variegaticeps"
"Alectroenas_nitidissimus","Alectroenas_nitidissima"
"Alectroenas_pulcherrimus","Alectroenas_pulcherrima"
"Alectrurus_risora","Yetapa_risoria"
"Alectrurus_risora","Alectrurus_risorus"
"Alipiopsitta_xanthops","Amazona_xanthops"
"Alopecoenas_canifrons","Gallicolumba_canifrons"
"Alopecoenas_erythropterus","Gallicolumba_erythroptera"
"Alopecoenas_ferrugineus","Gallicolumba_ferruginea"
"Alopecoenas_hoedtii","Gallicolumba_hoedtii"
"Alopecoenas_jobiensis","Gallicolumba_jobiensis"
"Alopecoenas_kubaryi","Gallicolumba_kubaryi"
"Alopecoenas_rubescens","Gallicolumba_rubescens"
"Alopecoenas_salamonis","Gallicolumba_salamonis"
"Alopecoenas_sanctaecrucis","Gallicolumba_sanctaecrucis"
"Alopecoenas_stairi","Gallicolumba_stairi"
"Alopecoenas_xanthonurus","Gallicolumba_xanthonura"
"Alopochen_kervazoi","Mascarenachen_kervazoi"
"Alopochen_mauritiana","Alopochen_mauritianus"
"Amandava_formosa","Estrilda_formosa"
"Amaurocichla_bocagei","Amaurocichla_bocagii"
"Amaurornis_cinerea","Porzana_cinerea"
"Amaurornis_marginalis","Aenigmatolimnas_marginalis"
"Amaurornis_marginalis","Porzana_marginalis"
"Amaurornis_moluccana","Amaurornis_moluccanus"
"Amazilia_amabilis","Polyerata_amabilis"
"Amazilia_beryllina","Saucerottia_beryllina"
"Amazilia_brevirostris","Amazilia_chionopectus"
"Amazilia_candida","Agyrtria_candida"
"Amazilia_chionogaster","Leucippus_chionogaster"
"Amazilia_fimbriata","Polyerata_fimbriata"
"Amazilia_franciae","Agyrtria_franciae"
"Amazilia_grayi","Hylocharis_grayi"
"Amazilia_humboldtii","Hylocharis_humboldtii"
"Amazilia_sapphirina","Hylocharis_sapphirina"
"Amazilia_saucerottei","Amazilia_saucerrottei"
"Amazona_mercenarius","Amazona_mercenaria"
"Amblycercus_holosericeus","Cacicus_holosericeus"
"Ammodramus_maritimus","Ammodramus_maritima"
"Anabazenops_fuscus","Philydor_fuscus"
"Anas_andium","Anas_flavirostris"
"Anas_zonorhyncha","Anas_poecilorhyncha"
"Anisognathus_somptuosus","Anisognathus_flavinucha"
"Anser_canagicus","Anas_canagica"
"Anser_canagicus","Chen_canagicus"
"Anser_canagicus","Anser_canagica"
"Anser_cygnoid","Anser_cygnoides"
"Anser_rossii","Anser_rossi"
"Anthropoides_paradiseus","Grus_paradisea"
"Anthropoides_virgo","Grus_virgo"
"Antigone_antigone","Grus_antigone"
"Antigone_canadensis","Grus_canadensis"
"Antigone_rubicunda","Grus_rubicunda"
"Antigone_rubicunda","Grus_rubicundus"
"Antigone_vipio","Grus_vipio"
"Antrostomus_arizonae","Caprimulgus_vociferus"
"Antrostomus_arizonae","Caprimulgus_arizonae"
"Antrostomus_badius","Caprimulgus_badius"
"Antrostomus_carolinensis","Caprimulgus_carolinensis"
"Antrostomus_cubanensis","Caprimulgus_cubanensis"
"Antrostomus_ekmani","Caprimulgus_ekmani"
"Antrostomus_noctitherus","Caprimulgus_noctitherus"
"Antrostomus_ridgwayi","Caprimulgus_ridgwayi"
"Antrostomus_rufus","Caprimulgus_rufus"
"Antrostomus_salvini","Caprimulgus_salvini"
"Antrostomus_saturatus","Caprimulgus_saturatus"
"Antrostomus_sericocaudatus","Caprimulgus_sericocaudatus"
"Antrostomus_vociferus","Caprimulgus_vociferus"
"Aphantochroa_cirrochloris","Aphantochroa_cirrhochloris"
"Aplonis_cantoroides","Aplornis_cantoroides"
"Aplonis_fusca","Aplornis_fusca"
"Aplonis_metallica","Aplornis_metallica"
"Aquila_africana","Aquila_africanus"
"Aquila_fasciata","Aquila_fasciatus"
"Aramides_cajaneus","Aramides_cajanea"
"Aratinga_nenday","Nandayus_nenday"
"Ardenna_bulleri","Puffinus_bulleri"
"Ardenna_carneipes","Puffinus_carneipes"
"Ardenna_creatopus","Puffinus_creatopus"
"Ardenna_gravis","Puffinus_gravis"
"Ardenna_grisea","Puffinus_griseus"
"Ardenna_pacifica","Puffinus_pacificus"
"Ardenna_tenuirostris","Puffinus_tenuirostris"
"Arremon_brunneinucha","Atlapetes_brunneinucha"
"Arremon_brunneinucha","Buarremon_brunneinucha"
"Arremon_castaneiceps","Lysurus_castaneiceps"
"Arremon_crassirostris","Lysurus_crassirostris"
"Arremon_torquatus","Buarremon_torquatus"
"Arremon_virenticeps","Atlapetes_virenticeps"
"Arremon_virenticeps","Buarremon_virenticeps"
"Artisornis_moreaui","Apalis_moreaui"
"Arundinicola_leucocephala","Fluvicola_leucocephala"
"Asio_clamator","Pseudoscops_clamator"
"Asio_clamator","Rhinoptynx_clamator"
"Asthenes_coryi","Schizoeaca_coryi"
"Asthenes_fuliginosa","Schizoeaca_fuliginosa"
"Asthenes_griseomurina","Schizoeaca_griseomurina"
"Asthenes_harterti","Schizoeaca_harterti"
"Asthenes_helleri","Schizoeaca_helleri"
"Asthenes_moreirae","Schizoeaca_moreirae"
"Asthenes_moreirae","Oreophylax_moreirae"
